drawing,image,condition,participant,RT,score,response
AD05_D01_apr01,a-pr1,search,AD05,30301,1,5
AD05_D03_apr23,a-pr23,search,AD05,10257,-0.5,2
AD05_d05_apr26,a-pr26,search,AD05,10298,0,3
AD05_D02_apr21,a-pr21,search,AD05,14723,0.5,4
AD05_D04_apr19,a-pr19,search,AD05,33037,0.5,4
AD05_D01_apr01,a-pr1,search,AD05,30152,0.5,4
AD05_D03_apr23,a-pr23,search,AD05,12991,-1,1
AD05_D02_apr21,a-pr21,search,AD05,21176,1,5
AD05_d05_apr26,a-pr26,search,AD05,11054,-0.5,2
AD05_D04_apr19,a-pr19,search,AD05,8197,1,5
AD05_D04_apr19,a-pr19,search,AD05,10423,0,3
AD05_D01_apr01,a-pr1,search,AD05,4719,0,3
AD05_d05_apr26,a-pr26,search,AD05,1784,0,3
AD05_D02_apr21,a-pr21,search,AD05,4704,0,3
AD05_D03_apr23,a-pr23,search,AD05,4357,0,3
AD05_D03_apr23,a-pr23,search,AD05,15658,-0.5,2
AD05_D04_apr19,a-pr19,search,AD05,9199,1,5
AD05_D02_apr21,a-pr21,search,AD05,9694,-0.5,2
AD05_d05_apr26,a-pr26,search,AD05,6506,0,3
AD05_D01_apr01,a-pr1,search,AD05,12059,-0.5,2
AD05_d05_apr26,a-pr26,search,AD05,6921,-0.5,2
AD05_D01_apr01,a-pr1,search,AD05,6023,-0.5,2
AD05_D04_apr19,a-pr19,search,AD05,23049,0.5,4
AD05_D03_apr23,a-pr23,search,AD05,5821,-0.5,2
AD05_D02_apr21,a-pr21,search,AD05,3148,0,3
AD05_d05_apr26,a-pr26,search,AD05,17376,-1,1
AD05_D02_apr21,a-pr21,search,AD05,47420,0.5,4
AD05_D03_apr23,a-pr23,search,AD05,48680,1,5
AD05_D01_apr01,a-pr1,search,AD05,23743,-0.5,2
AD05_D04_apr19,a-pr19,search,AD05,6814,0.5,4
AD05_D02_apr21,a-pr21,search,AD05,8012,1,5
AD05_D04_apr19,a-pr19,search,AD05,4733,1,5
AD05_D01_apr01,a-pr1,search,AD05,7879,-1,1
AD05_D03_apr23,a-pr23,search,AD05,10369,-1,1
AD05_d05_apr26,a-pr26,search,AD05,3138,0,3
AD35_d07_apr16,a-pr16,search,AD35,22788,1,5
controlADC30_D03_apr04,a-pr4,memorize,controlADC30,43255,-1,1
controlADC30_D03_apr04,a-pr4,memorize,controlADC30,14657,-1,1
AD35_d07_apr16,a-pr16,search,AD35,10458,-0.5,2
AD35_d07_apr16,a-pr16,search,AD35,5119,na,6
controlADC30_D03_apr04,a-pr4,memorize,controlADC30,14059,-0.5,2
AD35_d07_apr16,a-pr16,search,AD35,26648,-0.5,2
controlADC30_D03_apr04,a-pr4,memorize,controlADC30,19623,-1,1
controlADC30_D03_apr04,a-pr4,memorize,controlADC30,9663,-1,1
AD35_d07_apr16,a-pr16,search,AD35,5350,0,3
AD35_d07_apr16,a-pr16,search,AD35,60252,na,6
controlADC30_D03_apr04,a-pr4,memorize,controlADC30,12337,-1,1
AD35_d07_apr16,a-pr16,search,AD35,12086,-1,1
controlADC30_D03_apr04,a-pr4,memorize,controlADC30,14828,-1,1
controlADC12_D04_apr30,a-pr30,memorize,controlADC12,14268,0.5,4
controlADC07_D11_apr26,a-pr26,memorize,controlADC07,6271,-0.5,2
controlADC12_D03_apr13,a-pr13,memorize,controlADC12,15037,0,3
controlADC09_D09_apr14,a-pr14,memorize,controlADC09,10719,-0.5,2
controlADC05_D04_apr04,a-pr4,memorize,controlADC05,7873,-0.5,2
controlADC06_D05_apr22,a-pr22,memorize,controlADC06,8852,0.5,4
controlADC03_D03_apr22,a-pr22,memorize,controlADC03,4953,0.5,4
controlADC10_D01_apr01,a-pr1,memorize,controlADC10,5701,1,5
controlADC02_D02_apr01,a-pr1,memorize,controlADC02,4901,0.5,4
controlADC05_D02_apr10,a-pr10,memorize,controlADC05,8330,-0.5,2
controlADC01_D05_apr32,a-pr32,memorize,controlADC01,5634,0.5,4
controlADC07_D08_apr14,a-pr14,memorize,controlADC07,4369,1,5
controlADC13_D01_apr16,a-pr16,memorize,controlADC13,16527,na,6
controlADC15_D03_apr04,a-pr4,memorize,controlADC15,7601,0,3
controlADC12_D05_apr22,a-pr22,memorize,controlADC12,7299,0,3
controlADC07_D03_apr32,a-pr32,memorize,controlADC07,4344,-0.5,2
controlADC06_D01_apr10,a-pr10,memorize,controlADC06,13620,na,6
controlADC11_D04_apr05,a-pr5,memorize,controlADC11,3476,0.5,4
controlADC04_D12_apr10,a-pr10,memorize,controlADC04,5706,1,5
controlADC05_D01_apr01,a-pr1,memorize,controlADC05,6555,0.5,4
controlADC10_D08_apr16,a-pr16,memorize,controlADC10,6342,0,3
controlADC16_D02_apr23,a-pr23,memorize,controlADC16,11412,-0.5,2
controlADC08_D03_apr05,a-pr5,memorize,controlADC08,7113,0.5,4
controlADC11_D02_apr26,a-pr26,memorize,controlADC11,10874,-1,1
controlADC11_D07_apr32,a-pr32,memorize,controlADC11,12806,-0.5,2
controlADC12_D02_apr26,a-pr26,memorize,controlADC12,11683,0.5,4
controlADC17_D04_apr21,a-pr21,memorize,controlADC17,23849,0.5,4
controlADC10_D05_apr05,a-pr5,memorize,controlADC10,7876,1,5
controlADC06_D06_apr13,a-pr13,memorize,controlADC06,8116,-1,1
controlADC04_D07_apr21,a-pr21,memorize,controlADC04,18704,0.5,4
controlADC08_D01_apr13,a-pr13,memorize,controlADC08,4703,0,3
controlADC07_D02_apr10,a-pr10,memorize,controlADC07,7414,-0.5,2
controlADC17_D06_apr13,a-pr13,memorize,controlADC17,3579,1,5
controlADC07_D10_apr21,a-pr21,memorize,controlADC07,10158,0.5,4
controlADC03_D02_apr06,a-pr6,memorize,controlADC03,6518,0,3
controlADC14_D01_apr01,a-pr1,memorize,controlADC14,15602,na,6
controlADC11_D03_apr21,a-pr21,memorize,controlADC11,6531,na,6
controlADC04_D09_apr13,a-pr13,memorize,controlADC04,9825,0.5,4
controlADC01_D01_apr10,a-pr10,memorize,controlADC01,6435,na,6
controlADC02_D01_apr21,a-pr21,memorize,controlADC02,4445,1,5
controlADC06_D03_apr01,a-pr1,memorize,controlADC06,4114,-1,1
controlADC15_D05_apr05,a-pr5,memorize,controlADC15,4741,-0.5,2
controlADC10_D02_apr21,a-pr21,memorize,controlADC10,13485,0.5,4
controlADC06_D07_apr26,a-pr26,memorize,controlADC06,3209,-0.5,2
controlADC04_D08_apr32,a-pr32,memorize,controlADC04,8803,na,6
controlADC02_D05_apr30,a-pr30,memorize,controlADC02,12715,0.5,4
controlADC07_D07_apr05,a-pr5,memorize,controlADC07,5773,0,3
controlADC07_D01_apr16,a-pr16,memorize,controlADC07,16496,-0.5,2
controlADC02_D04_apr04,a-pr4,memorize,controlADC02,3231,0.5,4
controlADC03_D05_apr23,a-pr23,memorize,controlADC03,4673,0,3
controlADC08_D02_apr23,a-pr23,memorize,controlADC08,8152,-0.5,2
controlADC13_D03_apr21,a-pr21,memorize,controlADC13,9360,0.5,4
controlADC15_D04_apr16,a-pr16,memorize,controlADC15,10763,na,6
controlADC04_D02_apr05,a-pr5,memorize,controlADC04,13089,1,5
controlADC01_D06_apr26,a-pr26,memorize,controlADC01,7496,na,6
controlADC16_D01_apr13,a-pr13,memorize,controlADC16,6890,-0.5,2
controlADC02_D03_apr22,a-pr22,memorize,controlADC02,7897,0.5,4
controlADC01_D03_apr23,a-pr23,memorize,controlADC01,6352,0,3
controlADC09_D02_apr21,a-pr21,memorize,controlADC09,3775,-0.5,2
controlADC12_D06_apr05,a-pr5,memorize,controlADC12,4871,0.5,4
controlADC10_D04_apr06,a-pr6,memorize,controlADC10,18498,-0.5,2
controlADC09_D04_apr10,a-pr10,memorize,controlADC09,2494,0.5,4
controlADC13_D04_apr13,a-pr13,memorize,controlADC13,2303,1,5
controlADC04_D10_apr16,a-pr16,memorize,controlADC04,5789,na,6
controlADC08_D04_apr10,a-pr10,memorize,controlADC08,14541,0,3
controlADC04_D11_apr06,a-pr6,memorize,controlADC04,15778,0,3
controlADC04_D14_apr30,a-pr30,memorize,controlADC04,5762,1,5
controlADC06_D02_apr06,a-pr6,memorize,controlADC06,9854,0,3
controlADC12_D01_apr21,a-pr21,memorize,controlADC12,10246,0.5,4
controlADC04_D01_apr22,a-pr22,memorize,controlADC04,104153,-0.5,2
controlADC07_D05_apr13,a-pr13,memorize,controlADC07,9142,0.5,4
controlADC13_D02_apr10,a-pr10,memorize,controlADC13,49064,0,3
controlADC15_D06_apr01,a-pr1,memorize,controlADC15,8046,-0.5,2
controlADC07_D06_apr06,a-pr6,memorize,controlADC07,14788,-0.5,2
controlADC04_D05_apr26,a-pr26,memorize,controlADC04,9021,-1,1
controlADC03_D01_apr05,a-pr5,memorize,controlADC03,2817,-1,1
controlADC16_D03_apr04,a-pr4,memorize,controlADC16,9206,-0.5,2
controlADC17_D01_apr26,a-pr26,memorize,controlADC17,4656,0.5,4
controlADC07_D09_apr04,a-pr4,memorize,controlADC07,4547,1,5
controlADC15_D02_apr06,a-pr6,memorize,controlADC15,5602,0,3
controlADC13_D05_apr23,a-pr23,memorize,controlADC13,10675,na,6
controlADC10_D06_apr13,a-pr13,memorize,controlADC10,5288,0,3
controlADC14_D02_apr23,a-pr23,memorize,controlADC14,4473,1,5
controlADC09_D05_apr13,a-pr13,memorize,controlADC09,6520,1,5
controlADC17_D05_apr04,a-pr4,memorize,controlADC17,4672,0.5,4
controlADC15_D01_apr21,a-pr21,memorize,controlADC15,2422,0.5,4
controlADC03_D06_apr10,a-pr10,memorize,controlADC03,5687,0.5,4
controlADC03_D07_apr01,a-pr1,memorize,controlADC03,9072,0.5,4
controlADC06_D08_apr32,a-pr32,memorize,controlADC06,7580,-1,1
controlADC09_D03_apr23,a-pr23,memorize,controlADC09,8235,0.5,4
controlADC08_D05_apr21,a-pr21,memorize,controlADC08,3922,1,5
controlADC01_D04_apr21,a-pr21,memorize,controlADC01,3250,1,5
controlADC10_D03_apr26,a-pr26,memorize,controlADC10,5187,0,3
controlADC17_D03_apr22,a-pr22,memorize,controlADC17,10200,-0.5,2
controlADC04_D04_apr23,a-pr23,memorize,controlADC04,4078,-0.5,2
controlADC08_D06_apr26,a-pr26,memorize,controlADC08,15176,0,3
controlADC09_D07_apr30,a-pr30,memorize,controlADC09,6176,0,3
controlADC16_D04_apr26,a-pr26,memorize,controlADC16,8537,-0.5,2
controlADC03_D08_apr13,a-pr13,memorize,controlADC03,28134,0,3
controlADC07_D04_apr23,a-pr23,memorize,controlADC07,18303,0.5,4
controlADC05_D03_apr05,a-pr5,memorize,controlADC05,7711,-0.5,2
controlADC17_D02_apr05,a-pr5,memorize,controlADC17,4571,0,3
controlADC11_D10_apr13,a-pr13,memorize,controlADC11,7754,0.5,4
controlADC01_D03_apr23,a-pr23,memorize,controlADC01,42460,1,5
controlADC12_D06_apr05,a-pr5,memorize,controlADC12,14931,1,5
controlADC15_D04_apr16,a-pr16,memorize,controlADC15,15858,na,6
controlADC17_D05_apr04,a-pr4,memorize,controlADC17,14941,1,5
controlADC15_D02_apr06,a-pr6,memorize,controlADC15,8199,-0.5,2
controlADC14_D01_apr01,a-pr1,memorize,controlADC14,9160,-0.5,2
controlADC09_D04_apr10,a-pr10,memorize,controlADC09,11387,0,3
controlADC04_D04_apr23,a-pr23,memorize,controlADC04,10663,-0.5,2
controlADC03_D08_apr13,a-pr13,memorize,controlADC03,8251,0.5,4
controlADC08_D01_apr13,a-pr13,memorize,controlADC08,3034,1,5
controlADC06_D02_apr06,a-pr6,memorize,controlADC06,3667,-1,1
controlADC03_D06_apr10,a-pr10,memorize,controlADC03,7663,0,3
controlADC13_D02_apr10,a-pr10,memorize,controlADC13,7581,na,6
controlADC09_D05_apr13,a-pr13,memorize,controlADC09,9652,1,5
controlADC15_D01_apr21,a-pr21,memorize,controlADC15,3014,1,5
controlADC04_D14_apr30,a-pr30,memorize,controlADC04,7595,na,6
controlADC14_D02_apr23,a-pr23,memorize,controlADC14,10693,-0.5,2
controlADC07_D11_apr26,a-pr26,memorize,controlADC07,11078,0.5,4
controlADC01_D06_apr26,a-pr26,memorize,controlADC01,12519,1,5
controlADC07_D06_apr06,a-pr6,memorize,controlADC07,10832,-1,1
controlADC07_D01_apr16,a-pr16,memorize,controlADC07,54197,-0.5,2
controlADC03_D07_apr01,a-pr1,memorize,controlADC03,4442,0,3
controlADC13_D01_apr16,a-pr16,memorize,controlADC13,3594,na,6
controlADC17_D04_apr21,a-pr21,memorize,controlADC17,3708,0.5,4
controlADC12_D04_apr30,a-pr30,memorize,controlADC12,11398,0.5,4
controlADC16_D02_apr23,a-pr23,memorize,controlADC16,8293,-1,1
controlADC13_D04_apr13,a-pr13,memorize,controlADC13,2345,1,5
controlADC04_D01_apr22,a-pr22,memorize,controlADC04,8714,-0.5,2
controlADC02_D05_apr30,a-pr30,memorize,controlADC02,3063,1,5
controlADC04_D07_apr21,a-pr21,memorize,controlADC04,3546,1,5
controlADC17_D06_apr13,a-pr13,memorize,controlADC17,1128,1,5
controlADC04_D09_apr13,a-pr13,memorize,controlADC04,7530,1,5
controlADC09_D07_apr30,a-pr30,memorize,controlADC09,4364,1,5
controlADC16_D04_apr26,a-pr26,memorize,controlADC16,7749,-0.5,2
controlADC16_D03_apr04,a-pr4,memorize,controlADC16,9964,-0.5,2
controlADC08_D04_apr10,a-pr10,memorize,controlADC08,7366,0,3
controlADC03_D01_apr05,a-pr5,memorize,controlADC03,6868,-1,1
controlADC04_D12_apr10,a-pr10,memorize,controlADC04,12451,0,3
controlADC01_D01_apr10,a-pr10,memorize,controlADC01,12961,-0.5,2
controlADC07_D10_apr21,a-pr21,memorize,controlADC07,3663,0.5,4
controlADC13_D05_apr23,a-pr23,memorize,controlADC13,15443,0,3
controlADC07_D04_apr23,a-pr23,memorize,controlADC07,8700,-0.5,2
controlADC12_D02_apr26,a-pr26,memorize,controlADC12,68185,0.5,4
controlADC15_D05_apr05,a-pr5,memorize,controlADC15,5616,0.5,4
controlADC02_D03_apr22,a-pr22,memorize,controlADC02,2816,0,3
controlADC10_D02_apr21,a-pr21,memorize,controlADC10,1949,1,5
controlADC07_D07_apr05,a-pr5,memorize,controlADC07,7915,-0.5,2
controlADC07_D03_apr32,a-pr32,memorize,controlADC07,5198,-0.5,2
controlADC06_D03_apr01,a-pr1,memorize,controlADC06,5264,-1,1
controlADC05_D03_apr05,a-pr5,memorize,controlADC05,3267,-1,1
controlADC02_D04_apr04,a-pr4,memorize,controlADC02,3134,1,5
controlADC05_D04_apr04,a-pr4,memorize,controlADC05,7699,0,3
controlADC12_D01_apr21,a-pr21,memorize,controlADC12,3779,1,5
controlADC11_D07_apr32,a-pr32,memorize,controlADC11,9348,0.5,4
controlADC16_D01_apr13,a-pr13,memorize,controlADC16,14051,-0.5,2
controlADC08_D02_apr23,a-pr23,memorize,controlADC08,5832,0.5,4
controlADC11_D04_apr05,a-pr5,memorize,controlADC11,8412,0,3
controlADC17_D02_apr05,a-pr5,memorize,controlADC17,21827,0,3
controlADC04_D05_apr26,a-pr26,memorize,controlADC04,13216,-0.5,2
controlADC10_D05_apr05,a-pr5,memorize,controlADC10,107098,-0.5,2
controlADC08_D06_apr26,a-pr26,memorize,controlADC08,6129,0.5,4
controlADC13_D03_apr21,a-pr21,memorize,controlADC13,3391,1,5
controlADC10_D03_apr26,a-pr26,memorize,controlADC10,15058,0,3
controlADC11_D03_apr21,a-pr21,memorize,controlADC11,7894,0,3
controlADC09_D09_apr14,a-pr14,memorize,controlADC09,4134,na,6
controlADC09_D03_apr23,a-pr23,memorize,controlADC09,5263,0.5,4
controlADC08_D03_apr05,a-pr5,memorize,controlADC08,27714,0.5,4
controlADC06_D08_apr32,a-pr32,memorize,controlADC06,3129,-1,1
controlADC04_D02_apr05,a-pr5,memorize,controlADC04,5891,0.5,4
controlADC12_D05_apr22,a-pr22,memorize,controlADC12,3449,1,5
controlADC04_D08_apr32,a-pr32,memorize,controlADC04,8182,-0.5,2
controlADC07_D02_apr10,a-pr10,memorize,controlADC07,8797,-0.5,2
controlADC10_D04_apr06,a-pr6,memorize,controlADC10,6313,-0.5,2
controlADC03_D02_apr06,a-pr6,memorize,controlADC03,5611,-0.5,2
controlADC10_D06_apr13,a-pr13,memorize,controlADC10,15201,0.5,4
controlADC11_D10_apr13,a-pr13,memorize,controlADC11,3765,1,5
controlADC03_D03_apr22,a-pr22,memorize,controlADC03,3031,0,3
controlADC01_D04_apr21,a-pr21,memorize,controlADC01,2199,1,5
controlADC02_D01_apr21,a-pr21,memorize,controlADC02,2647,1,5
controlADC07_D08_apr14,a-pr14,memorize,controlADC07,20662,-1,1
controlADC05_D02_apr10,a-pr10,memorize,controlADC05,3914,-1,1
controlADC08_D05_apr21,a-pr21,memorize,controlADC08,11383,1,5
controlADC10_D08_apr16,a-pr16,memorize,controlADC10,18027,0.5,4
controlADC02_D02_apr01,a-pr1,memorize,controlADC02,2361,1,5
controlADC11_D02_apr26,a-pr26,memorize,controlADC11,54884,0.5,4
controlADC09_D02_apr21,a-pr21,memorize,controlADC09,9560,1,5
controlADC06_D05_apr22,a-pr22,memorize,controlADC06,3374,-1,1
controlADC07_D05_apr13,a-pr13,memorize,controlADC07,7033,-0.5,2
controlADC17_D03_apr22,a-pr22,memorize,controlADC17,10681,0,3
controlADC04_D10_apr16,a-pr16,memorize,controlADC04,3516,1,5
controlADC15_D06_apr01,a-pr1,memorize,controlADC15,3999,0,3
controlADC07_D09_apr04,a-pr4,memorize,controlADC07,3061,1,5
controlADC04_D11_apr06,a-pr6,memorize,controlADC04,3505,1,5
controlADC06_D06_apr13,a-pr13,memorize,controlADC06,6782,-1,1
controlADC06_D01_apr10,a-pr10,memorize,controlADC06,258271,-0.5,2
controlADC03_D05_apr23,a-pr23,memorize,controlADC03,3960,-0.5,2
controlADC10_D01_apr01,a-pr1,memorize,controlADC10,2811,0.5,4
controlADC01_D05_apr32,a-pr32,memorize,controlADC01,8927,-0.5,2
controlADC12_D03_apr13,a-pr13,memorize,controlADC12,9985,0.5,4
controlADC05_D01_apr01,a-pr1,memorize,controlADC05,3983,1,5
controlADC17_D01_apr26,a-pr26,memorize,controlADC17,2831,1,5
controlADC06_D07_apr26,a-pr26,memorize,controlADC06,2946,-1,1
controlADC15_D03_apr04,a-pr4,memorize,controlADC15,4897,0,3
controlADC04_D11_apr06,a-pr6,memorize,controlADC04,3037,na,6
controlADC10_D03_apr26,a-pr26,memorize,controlADC10,3165,-1,1
controlADC11_D02_apr26,a-pr26,memorize,controlADC11,3753,-1,1
controlADC04_D01_apr22,a-pr22,memorize,controlADC04,4620,na,6
controlADC17_D03_apr22,a-pr22,memorize,controlADC17,3370,0,3
controlADC16_D04_apr26,a-pr26,memorize,controlADC16,5192,na,6
controlADC03_D03_apr22,a-pr22,memorize,controlADC03,10582,0,3
controlADC15_D04_apr16,a-pr16,memorize,controlADC15,1543,na,6
controlADC06_D07_apr26,a-pr26,memorize,controlADC06,4436,1,5
controlADC08_D04_apr10,a-pr10,memorize,controlADC08,2216,0,3
controlADC13_D01_apr16,a-pr16,memorize,controlADC13,4118,na,6
controlADC07_D01_apr16,a-pr16,memorize,controlADC07,10723,0.5,4
controlADC06_D06_apr13,a-pr13,memorize,controlADC06,2928,1,5
controlADC12_D05_apr22,a-pr22,memorize,controlADC12,5063,1,5
controlADC04_D02_apr05,a-pr5,memorize,controlADC04,1619,1,5
controlADC05_D03_apr05,a-pr5,memorize,controlADC05,2245,na,6
controlADC07_D07_apr05,a-pr5,memorize,controlADC07,2194,0,3
controlADC02_D01_apr21,a-pr21,memorize,controlADC02,6044,-1,1
controlADC03_D02_apr06,a-pr6,memorize,controlADC03,3171,0,3
controlADC13_D03_apr21,a-pr21,memorize,controlADC13,5943,na,6
controlADC10_D06_apr13,a-pr13,memorize,controlADC10,3214,0,3
controlADC05_D04_apr04,a-pr4,memorize,controlADC05,1648,0,3
controlADC07_D03_apr32,a-pr32,memorize,controlADC07,1294,na,6
controlADC07_D08_apr14,a-pr14,memorize,controlADC07,575,na,6
controlADC02_D02_apr01,a-pr1,memorize,controlADC02,665,na,6
controlADC03_D05_apr23,a-pr23,memorize,controlADC03,3527,0,3
controlADC08_D05_apr21,a-pr21,memorize,controlADC08,3312,0,3
controlADC04_D04_apr23,a-pr23,memorize,controlADC04,1786,0,3
controlADC06_D01_apr10,a-pr10,memorize,controlADC06,1846,na,6
controlADC12_D01_apr21,a-pr21,memorize,controlADC12,2805,-1,1
controlADC12_D06_apr05,a-pr5,memorize,controlADC12,1852,-1,1
controlADC07_D10_apr21,a-pr21,memorize,controlADC07,3304,0.5,4
controlADC10_D08_apr16,a-pr16,memorize,controlADC10,1728,na,6
controlADC07_D06_apr06,a-pr6,memorize,controlADC07,1727,na,6
controlADC03_D06_apr10,a-pr10,memorize,controlADC03,3367,0,3
controlADC04_D05_apr26,a-pr26,memorize,controlADC04,6012,na,6
controlADC02_D03_apr22,a-pr22,memorize,controlADC02,3564,0,3
controlADC10_D04_apr06,a-pr6,memorize,controlADC10,1371,na,6
controlADC11_D04_apr05,a-pr5,memorize,controlADC11,4947,0,3
controlADC02_D05_apr30,a-pr30,memorize,controlADC02,2063,na,6
controlADC01_D03_apr23,a-pr23,memorize,controlADC01,1231,na,6
controlADC17_D02_apr05,a-pr5,memorize,controlADC17,3623,0.5,4
controlADC13_D05_apr23,a-pr23,memorize,controlADC13,1339,na,6
controlADC09_D03_apr23,a-pr23,memorize,controlADC09,911,na,6
controlADC01_D01_apr10,a-pr10,memorize,controlADC01,1039,na,6
controlADC08_D03_apr05,a-pr5,memorize,controlADC08,1877,0,3
controlADC05_D02_apr10,a-pr10,memorize,controlADC05,5537,1,5
controlADC08_D02_apr23,a-pr23,memorize,controlADC08,875,na,6
controlADC15_D03_apr04,a-pr4,memorize,controlADC15,4265,-0.5,2
controlADC12_D03_apr13,a-pr13,memorize,controlADC12,3150,-0.5,2
controlADC06_D02_apr06,a-pr6,memorize,controlADC06,1293,na,6
controlADC04_D14_apr30,a-pr30,memorize,controlADC04,1359,na,6
controlADC16_D01_apr13,a-pr13,memorize,controlADC16,4527,0,3
controlADC16_D03_apr04,a-pr4,memorize,controlADC16,2273,na,6
controlADC01_D06_apr26,a-pr26,memorize,controlADC01,11228,na,6
controlADC07_D04_apr23,a-pr23,memorize,controlADC07,3854,na,6
controlADC09_D09_apr14,a-pr14,memorize,controlADC09,1261,na,6
controlADC17_D06_apr13,a-pr13,memorize,controlADC17,2634,0.5,4
controlADC07_D11_apr26,a-pr26,memorize,controlADC07,2172,0,3
controlADC17_D05_apr04,a-pr4,memorize,controlADC17,2358,na,6
controlADC02_D04_apr04,a-pr4,memorize,controlADC02,3718,-0.5,2
controlADC09_D07_apr30,a-pr30,memorize,controlADC09,4043,na,6
controlADC07_D02_apr10,a-pr10,memorize,controlADC07,2205,1,5
controlADC11_D07_apr32,a-pr32,memorize,controlADC11,751,na,6
controlADC03_D01_apr05,a-pr5,memorize,controlADC03,4842,1,5
controlADC08_D01_apr13,a-pr13,memorize,controlADC08,1875,-0.5,2
controlADC12_D04_apr30,a-pr30,memorize,controlADC12,2182,na,6
controlADC17_D04_apr21,a-pr21,memorize,controlADC17,2028,0,3
controlADC14_D02_apr23,a-pr23,memorize,controlADC14,6266,0,3
controlADC15_D06_apr01,a-pr1,memorize,controlADC15,10229,0,3
controlADC16_D02_apr23,a-pr23,memorize,controlADC16,2738,0,3
controlADC10_D02_apr21,a-pr21,memorize,controlADC10,5022,-0.5,2
controlADC07_D05_apr13,a-pr13,memorize,controlADC07,3284,0,3
controlADC11_D03_apr21,a-pr21,memorize,controlADC11,10459,0,3
controlADC11_D10_apr13,a-pr13,memorize,controlADC11,6215,-1,1
controlADC15_D01_apr21,a-pr21,memorize,controlADC15,7060,1,5
controlADC01_D05_apr32,a-pr32,memorize,controlADC01,3084,na,6
controlADC04_D10_apr16,a-pr16,memorize,controlADC04,5279,-0.5,2
controlADC15_D05_apr05,a-pr5,memorize,controlADC15,2607,na,6
controlADC04_D07_apr21,a-pr21,memorize,controlADC04,511,na,6
controlADC03_D08_apr13,a-pr13,memorize,controlADC03,2968,na,6
controlADC14_D01_apr01,a-pr1,memorize,controlADC14,1907,na,6
controlADC03_D07_apr01,a-pr1,memorize,controlADC03,2051,0,3
controlADC09_D05_apr13,a-pr13,memorize,controlADC09,2231,na,6
controlADC09_D04_apr10,a-pr10,memorize,controlADC09,2046,0,3
controlADC17_D01_apr26,a-pr26,memorize,controlADC17,5508,-0.5,2
controlADC06_D05_apr22,a-pr22,memorize,controlADC06,1303,-0.5,2
controlADC04_D09_apr13,a-pr13,memorize,controlADC04,2768,na,6
controlADC04_D12_apr10,a-pr10,memorize,controlADC04,879,na,6
controlADC06_D03_apr01,a-pr1,memorize,controlADC06,876,na,6
controlADC07_D09_apr04,a-pr4,memorize,controlADC07,4041,0.5,4
controlADC13_D02_apr10,a-pr10,memorize,controlADC13,2058,na,6
controlADC08_D06_apr26,a-pr26,memorize,controlADC08,779,na,6
controlADC04_D08_apr32,a-pr32,memorize,controlADC04,970,na,6
controlADC12_D02_apr26,a-pr26,memorize,controlADC12,1627,na,6
controlADC06_D08_apr32,a-pr32,memorize,controlADC06,6386,0,3
controlADC05_D01_apr01,a-pr1,memorize,controlADC05,1834,na,6
controlADC01_D04_apr21,a-pr21,memorize,controlADC01,1697,0,3
controlADC13_D04_apr13,a-pr13,memorize,controlADC13,977,na,6
controlADC09_D02_apr21,a-pr21,memorize,controlADC09,4989,0,3
controlADC15_D02_apr06,a-pr6,memorize,controlADC15,3204,0,3
controlADC10_D05_apr05,a-pr5,memorize,controlADC10,3243,na,6
controlADC10_D01_apr01,a-pr1,memorize,controlADC10,802,na,6
controlADC09_D03_apr23,a-pr23,memorize,controlADC09,42230,0.5,4
controlADC02_D04_apr04,a-pr4,memorize,controlADC02,13941,0.5,4
controlADC03_D05_apr23,a-pr23,memorize,controlADC03,22008,1,5
controlADC02_D03_apr22,a-pr22,memorize,controlADC02,7084,-0.5,2
controlADC11_D03_apr21,a-pr21,memorize,controlADC11,8057,0,3
controlADC10_D02_apr21,a-pr21,memorize,controlADC10,5374,-0.5,2
controlADC13_D01_apr16,a-pr16,memorize,controlADC13,9871,1,5
controlADC04_D05_apr26,a-pr26,memorize,controlADC04,4162,1,5
controlADC16_D01_apr13,a-pr13,memorize,controlADC16,2995,0.5,4
controlADC04_D08_apr32,a-pr32,memorize,controlADC04,4930,0,3
controlADC03_D08_apr13,a-pr13,memorize,controlADC03,3945,-0.5,2
controlADC15_D04_apr16,a-pr16,memorize,controlADC15,3537,1,5
controlADC06_D03_apr01,a-pr1,memorize,controlADC06,4014,1,5
controlADC17_D02_apr05,a-pr5,memorize,controlADC17,2755,0.5,4
controlADC08_D02_apr23,a-pr23,memorize,controlADC08,7058,0,3
controlADC04_D12_apr10,a-pr10,memorize,controlADC04,5037,0.5,4
controlADC03_D06_apr10,a-pr10,memorize,controlADC03,2245,-0.5,2
controlADC10_D05_apr05,a-pr5,memorize,controlADC10,2920,0,3
controlADC07_D02_apr10,a-pr10,memorize,controlADC07,4639,1,5
controlADC05_D01_apr01,a-pr1,memorize,controlADC05,2866,-0.5,2
controlADC07_D10_apr21,a-pr21,memorize,controlADC07,4090,-1,1
controlADC01_D04_apr21,a-pr21,memorize,controlADC01,1999,-0.5,2
controlADC17_D05_apr04,a-pr4,memorize,controlADC17,3748,0,3
controlADC17_D04_apr21,a-pr21,memorize,controlADC17,2185,-0.5,2
controlADC02_D02_apr01,a-pr1,memorize,controlADC02,1607,-0.5,2
controlADC06_D07_apr26,a-pr26,memorize,controlADC06,5202,1,5
