drawing,image,condition,participant,RT,score,response
controlADC23_D07_apr05,a-pr5,memorize,controlADC23,4608,-0.5,2
controlADC27_D03_apr19,a-pr19,memorize,controlADC27,4997,0,3
controlADC20_D04_apr22,a-pr22,memorize,controlADC20,50227,-0.5,2
controlADC20_D03_apr19,a-pr19,memorize,controlADC20,9127,-0.5,2
controlADC20_D07_apr13,a-pr13,memorize,controlADC20,9766,0,3
controlADC18_D02_apr23,a-pr23,memorize,controlADC18,21741,-0.5,2
controlADC28_D02_apr32,a-pr32,memorize,controlADC28,6811,0.5,4
controlADC20_D06_apr30,a-pr30,memorize,controlADC20,20923,-0.5,2
controlADC30_D04_apr10,a-pr10,memorize,controlADC30,175708,-0.5,2
controlADC32_D02_apr10,a-pr10,memorize,controlADC32,12995,-0.5,2
controlADC24_D03_apr05,a-pr5,memorize,controlADC24,62667,0,3
controlADC18_D01_apr19,a-pr19,memorize,controlADC18,3327,-0.5,2
controlADC28_D03_apr26,a-pr26,memorize,controlADC28,17518,-1,1
controlADC26_D05_apr14,a-pr14,memorize,controlADC26,26014,0,3
controlADC31_D02_apr22,a-pr22,memorize,controlADC31,7768,-0.5,2
controlADC27_D02_apr32,a-pr32,memorize,controlADC27,30913,-1,1
controlADC31_D04_apr23,a-pr23,memorize,controlADC31,6812,-0.5,2
controlADC32_D05_apr14,a-pr14,memorize,controlADC32,5261,0,3
controlADC26_D14_apr26,a-pr26,memorize,controlADC26,20104,-0.5,2
controlADC31_D06_apr10,a-pr10,memorize,controlADC31,12937,-0.5,2
controlADC17_D08_apr32,a-pr32,memorize,controlADC17,4170,-0.5,2
controlADC18_D05_apr05,a-pr5,memorize,controlADC18,18924,-1,1
controlADC23_D06_apr30,a-pr30,memorize,controlADC23,16054,0.5,4
controlADC18_D04_apr01,a-pr1,memorize,controlADC18,2318,-1,1
controlADC26_D13_apr32,a-pr32,memorize,controlADC26,2824,0,3
controlADC19_D04_apr13,a-pr13,memorize,controlADC19,6473,-1,1
controlADC23_D04_apr32,a-pr32,memorize,controlADC23,4566,0,3
controlADC31_D08_apr16,a-pr16,memorize,controlADC31,11567,-0.5,2
controlADC31_D05_apr13,a-pr13,memorize,controlADC31,4834,-0.5,2
controlADC18_D08_apr13,a-pr13,memorize,controlADC18,22361,-0.5,2
controlADC23_D08_apr14,a-pr14,memorize,controlADC23,2851,0.5,4
controlADC18_D06_apr14,a-pr14,memorize,controlADC18,3000,-0.5,2
controlADC26_D10_apr06,a-pr6,memorize,controlADC26,8535,0.5,4
controlADC29_D05_apr14,a-pr14,memorize,controlADC29,8101,-0.5,2
controlADC27_D01_apr06,a-pr6,memorize,controlADC27,3322,-1,1
controlADC25_D03_apr04,a-pr4,memorize,controlADC25,3997,-0.5,2
controlADC17_D07_apr01,a-pr1,memorize,controlADC17,6203,-0.5,2
controlADC19_D01_apr32,a-pr32,memorize,controlADC19,5058,0,3
controlADC26_D04_apr10,a-pr10,memorize,controlADC26,4691,-0.5,2
controlADC32_D04_apr04,a-pr4,memorize,controlADC32,8149,-0.5,2
controlADC24_D01_apr23,a-pr23,memorize,controlADC24,5606,-0.5,2
controlADC23_D01_apr21,a-pr21,memorize,controlADC23,9659,-0.5,2
controlADC25_D04_apr01,a-pr1,memorize,controlADC25,3468,-1,1
controlADC27_D06_apr22,a-pr22,memorize,controlADC27,18682,-0.5,2
controlADC30_D06_apr32,a-pr32,memorize,controlADC30,21498,-0.5,2
controlADC21_DO8_apr16,a-pr16,memorize,controlADC21,7291,0,3
controlADC18_D03_apr21,a-pr21,memorize,controlADC18,6742,0,3
controlADC21_DO3_apr05,a-pr5,memorize,controlADC21,2483,0,3
controlADC21_DO6_apr06,a-pr6,memorize,controlADC21,2682,0,3
controlADC29_D02_apr06,a-pr6,memorize,controlADC29,7341,0,3
controlADC21_DO7_apr30,a-pr30,memorize,controlADC21,20338,0,3
controlADC32_D06_apr05,a-pr5,memorize,controlADC32,2469,-0.5,2
controlADC26_D08_apr23,a-pr23,memorize,controlADC26,18000,0,3
controlADC22_D02_apr32,a-pr32,memorize,controlADC22,5579,0,3
controlADC26_D11_apr05,a-pr5,memorize,controlADC26,13860,0,3
controlADC28_D07_apr30,a-pr30,memorize,controlADC28,18824,0,3
controlADC31_D01_apr05,a-pr5,memorize,controlADC31,3526,-0.5,2
controlADC30_D05_apr05,a-pr5,memorize,controlADC30,6643,-0.5,2
controlADC26_D07_apr22,a-pr22,memorize,controlADC26,10185,-0.5,2
controlADC27_D10_apr21,a-pr21,memorize,controlADC27,12064,0,3
controlADC27_D08_apr16,a-pr16,memorize,controlADC27,10582,0,3
controlADC25_D02_apr21,a-pr21,memorize,controlADC25,16137,-0.5,2
controlADC28_D06_apr04,a-pr4,memorize,controlADC28,5122,-0.5,2
controlADC24_D02_apr13,a-pr13,memorize,controlADC24,18760,-0.5,2
controlADC21_DO4_apr01,a-pr1,memorize,controlADC21,5926,-0.5,2
controlADC21_DO1_apr04,a-pr4,memorize,controlADC21,23814,-0.5,2
controlADC28_D01_apr13,a-pr13,memorize,controlADC28,9822,1,5
controlADC29_D01_apr04,a-pr4,memorize,controlADC29,10449,0.5,4
controlADC30_D09_apr16,a-pr16,memorize,controlADC30,4151,-0.5,2
controlADC25_D05_apr23,a-pr23,memorize,controlADC25,28545,-0.5,2
controlADC30_D01_apr23,a-pr23,memorize,controlADC30,14525,-0.5,2
controlADC27_D05_apr23,a-pr23,memorize,controlADC27,3280,-0.5,2
controlADC31_D07_apr26,a-pr26,memorize,controlADC31,3780,0.5,4
controlADC19_D03_apr06,a-pr6,memorize,controlADC19,9865,-0.5,2
controlADC26_D03_apr21,a-pr21,memorize,controlADC26,1782,0,3
controlADC28_D05_apr23,a-pr23,memorize,controlADC28,8086,-0.5,2
controlADC18_D07_apr06,a-pr6,memorize,controlADC18,14020,-0.5,2
controlADC26_D15_apr04,a-pr4,memorize,controlADC26,7644,-0.5,2
controlADC29_D03_apr16,a-pr16,memorize,controlADC29,5716,0,3
controlADC21_DO2_apr21,a-pr21,memorize,controlADC21,3382,0,3
controlADC20_D02_apr16,a-pr16,memorize,controlADC20,11389,0,3
controlADC30_D02_apr22,a-pr22,memorize,controlADC30,4874,0,3
controlADC22_D01_apr21,a-pr21,memorize,controlADC22,4797,0,3
controlADC22_D05_apr13,a-pr13,memorize,controlADC22,2701,-0.5,2
controlADC32_D03_apr22,a-pr22,memorize,controlADC32,19689,0,3
controlADC29_D04_apr21,a-pr21,memorize,controlADC29,4996,0,3
controlADC20_D01_apr23,a-pr23,memorize,controlADC20,2961,-0.5,2
controlADC31_D09_apr06,a-pr6,memorize,controlADC31,3734,-0.5,2
controlADC27_D04_apr13,a-pr13,memorize,controlADC27,7404,na,6
controlADC23_D02_apr22,a-pr22,memorize,controlADC23,3079,0,3
controlADC30_D08_apr26,a-pr26,memorize,controlADC30,3910,-0.5,2
controlADC22_D03_apr04,a-pr4,memorize,controlADC22,49157,-0.5,2
controlADC27_D11_apr30,a-pr30,memorize,controlADC27,5089,0.5,4
controlADC19_D03_apr06,a-pr6,memorize,controlADC19,32602,-0.5,2
controlADC27_D04_apr13,a-pr13,memorize,controlADC27,10934,0,3
controlADC28_D01_apr13,a-pr13,memorize,controlADC28,11667,0.5,4
controlADC25_D02_apr21,a-pr21,memorize,controlADC25,7300,0.5,4
controlADC18_D06_apr14,a-pr14,memorize,controlADC18,5502,0.5,4
controlADC29_D05_apr14,a-pr14,memorize,controlADC29,5347,0.5,4
controlADC29_D01_apr04,a-pr4,memorize,controlADC29,7832,na,6
controlADC20_D03_apr19,a-pr19,memorize,controlADC20,7235,0.5,4
controlADC21_DO4_apr01,a-pr1,memorize,controlADC21,10001,-0.5,2
controlADC23_D05_apr16,a-pr16,memorize,controlADC23,7599,1,5
controlADC18_D02_apr23,a-pr23,memorize,controlADC18,3350,0,3
controlADC31_D01_apr05,a-pr5,memorize,controlADC31,6817,1,5
controlADC30_D08_apr26,a-pr26,memorize,controlADC30,16669,1,5
controlADC18_D03_apr21,a-pr21,memorize,controlADC18,7752,1,5
controlADC18_D08_apr13,a-pr13,memorize,controlADC18,10102,0.5,4
controlADC30_D04_apr10,a-pr10,memorize,controlADC30,9585,-0.5,2
controlADC28_D06_apr04,a-pr4,memorize,controlADC28,3087,0,3
controlADC32_D06_apr05,a-pr5,memorize,controlADC32,5048,-0.5,2
controlADC27_D03_apr19,a-pr19,memorize,controlADC27,6834,0,3
controlADC31_D07_apr26,a-pr26,memorize,controlADC31,5934,0,3
controlADC28_D03_apr26,a-pr26,memorize,controlADC28,27095,-0.5,2
controlADC28_D02_apr32,a-pr32,memorize,controlADC28,8450,0.5,4
controlADC32_D04_apr04,a-pr4,memorize,controlADC32,4683,-0.5,2
controlADC24_D02_apr13,a-pr13,memorize,controlADC24,8448,-1,1
controlADC27_D05_apr23,a-pr23,memorize,controlADC27,2494,na,6
controlADC27_D08_apr16,a-pr16,memorize,controlADC27,4032,1,5
controlADC23_D04_apr32,a-pr32,memorize,controlADC23,8133,1,5
controlADC23_D06_apr30,a-pr30,memorize,controlADC23,3531,1,5
controlADC26_D15_apr04,a-pr4,memorize,controlADC26,14184,-1,1
controlADC20_D06_apr30,a-pr30,memorize,controlADC20,7563,1,5
controlADC26_D02_apr19,a-pr19,memorize,controlADC26,6263,-0.5,2
controlADC22_D02_apr32,a-pr32,memorize,controlADC22,7029,-0.5,2
controlADC31_D09_apr06,a-pr6,memorize,controlADC31,8703,0,3
controlADC27_D02_apr32,a-pr32,memorize,controlADC27,7531,-0.5,2
controlADC18_D07_apr06,a-pr6,memorize,controlADC18,10703,-1,1
controlADC26_D03_apr21,a-pr21,memorize,controlADC26,3712,1,5
controlADC27_D11_apr30,a-pr30,memorize,controlADC27,12166,0.5,4
controlADC29_D03_apr16,a-pr16,memorize,controlADC29,13204,0,3
controlADC30_D01_apr23,a-pr23,memorize,controlADC30,4581,-0.5,2
controlADC20_D01_apr23,a-pr23,memorize,controlADC20,9116,-1,1
controlADC27_D07_apr05,a-pr5,memorize,controlADC27,2128,-0.5,2
controlADC29_D02_apr06,a-pr6,memorize,controlADC29,3798,na,6
controlADC30_D09_apr16,a-pr16,memorize,controlADC30,7053,-0.5,2
controlADC26_D08_apr23,a-pr23,memorize,controlADC26,4966,-0.5,2
controlADC27_D01_apr06,a-pr6,memorize,controlADC27,6884,-0.5,2
controlADC18_D05_apr05,a-pr5,memorize,controlADC18,4415,-0.5,2
controlADC25_D05_apr23,a-pr23,memorize,controlADC25,2781,-0.5,2
controlADC27_D09_apr01,a-pr1,memorize,controlADC27,4202,0.5,4
controlADC28_D07_apr30,a-pr30,memorize,controlADC28,6635,0.5,4
controlADC31_D04_apr23,a-pr23,memorize,controlADC31,4733,1,5
controlADC32_D05_apr14,a-pr14,memorize,controlADC32,23099,-0.5,2
controlADC21_DO5_apr23,a-pr23,memorize,controlADC21,9164,0,3
controlADC17_D07_apr01,a-pr1,memorize,controlADC17,3020,0,3
controlADC26_D07_apr22,a-pr22,memorize,controlADC26,4551,0.5,4
controlADC29_D04_apr21,a-pr21,memorize,controlADC29,5576,0.5,4
controlADC24_D03_apr05,a-pr5,memorize,controlADC24,6599,na,6
controlADC20_D05_apr26,a-pr26,memorize,controlADC20,3700,0.5,4
controlADC20_D07_apr13,a-pr13,memorize,controlADC20,7547,-0.5,2
controlADC26_D04_apr10,a-pr10,memorize,controlADC26,4099,0,3
controlADC26_D13_apr32,a-pr32,memorize,controlADC26,3345,0.5,4
controlADC31_D08_apr16,a-pr16,memorize,controlADC31,5767,na,6
controlADC21_DO2_apr21,a-pr21,memorize,controlADC21,10846,0.5,4
controlADC21_DO6_apr06,a-pr6,memorize,controlADC21,11463,0,3
controlADC23_D08_apr14,a-pr14,memorize,controlADC23,4113,0.5,4
controlADC27_D06_apr22,a-pr22,memorize,controlADC27,12915,0.5,4
controlADC18_D01_apr19,a-pr19,memorize,controlADC18,3230,0,3
controlADC17_D08_apr32,a-pr32,memorize,controlADC17,3150,-0.5,2
controlADC25_D03_apr04,a-pr4,memorize,controlADC25,7253,0,3
controlADC32_D03_apr22,a-pr22,memorize,controlADC32,5147,-0.5,2
controlADC21_DO8_apr16,a-pr16,memorize,controlADC21,8712,-0.5,2
controlADC27_D10_apr21,a-pr21,memorize,controlADC27,7964,1,5
controlADC21_DO1_apr04,a-pr4,memorize,controlADC21,3467,0.5,4
controlADC23_D02_apr22,a-pr22,memorize,controlADC23,3845,0.5,4
controlADC22_D01_apr21,a-pr21,memorize,controlADC22,8729,0.5,4
controlADC26_D11_apr05,a-pr5,memorize,controlADC26,6264,1,5
controlADC20_D02_apr16,a-pr16,memorize,controlADC20,11367,-0.5,2
controlADC26_D05_apr14,a-pr14,memorize,controlADC26,9503,0,3
controlADC22_D03_apr04,a-pr4,memorize,controlADC22,8098,-0.5,2
controlADC19_D01_apr32,a-pr32,memorize,controlADC19,3346,-0.5,2
controlADC20_D04_apr22,a-pr22,memorize,controlADC20,13312,0.5,4
controlADC23_D07_apr05,a-pr5,memorize,controlADC23,7178,0,3
controlADC31_D05_apr13,a-pr13,memorize,controlADC31,6717,0.5,4
controlADC31_D02_apr22,a-pr22,memorize,controlADC31,5213,0.5,4
controlADC26_D10_apr06,a-pr6,memorize,controlADC26,5046,0,3
controlADC24_D01_apr23,a-pr23,memorize,controlADC24,5013,-1,1
controlADC19_D04_apr13,a-pr13,memorize,controlADC19,10979,-1,1
controlADC21_DO7_apr30,a-pr30,memorize,controlADC21,7601,0.5,4
controlADC31_D06_apr10,a-pr10,memorize,controlADC31,3366,0,3
controlADC25_D04_apr01,a-pr1,memorize,controlADC25,2895,-1,1
controlADC19_D02_apr22,a-pr22,memorize,controlADC19,5114,0,3
controlADC26_D06_apr01,a-pr1,memorize,controlADC26,5127,0.5,4
controlADC26_D14_apr26,a-pr26,memorize,controlADC26,4314,1,5
controlADC18_D04_apr01,a-pr1,memorize,controlADC18,13280,-0.5,2
controlADC30_D06_apr32,a-pr32,memorize,controlADC30,5100,0.5,4
controlADC30_D02_apr22,a-pr22,memorize,controlADC30,7061,0.5,4
controlADC32_D02_apr10,a-pr10,memorize,controlADC32,8447,-0.5,2
controlADC23_D01_apr21,a-pr21,memorize,controlADC23,3869,0.5,4
controlADC28_D05_apr23,a-pr23,memorize,controlADC28,3817,-1,1
controlADC30_D05_apr05,a-pr5,memorize,controlADC30,9783,-0.5,2
controlADC21_DO3_apr05,a-pr5,memorize,controlADC21,4532,0,3
controlADC22_D05_apr13,a-pr13,memorize,controlADC22,4600,-0.5,2
controlADC18_D01_apr19,a-pr19,memorize,controlADC18,6270,-0.5,2
controlADC20_D05_apr26,a-pr26,memorize,controlADC20,2429,0.5,4
controlADC20_D04_apr22,a-pr22,memorize,controlADC20,1722,0.5,4
controlADC23_D01_apr21,a-pr21,memorize,controlADC23,1411,0.5,4
controlADC17_D08_apr32,a-pr32,memorize,controlADC17,1502,0,3
controlADC29_D03_apr16,a-pr16,memorize,controlADC29,1702,-0.5,2
controlADC23_D05_apr16,a-pr16,memorize,controlADC23,1055,0.5,4
controlADC30_D01_apr23,a-pr23,memorize,controlADC30,1274,0,3
controlADC29_D02_apr06,a-pr6,memorize,controlADC29,1397,-0.5,2
controlADC21_DO2_apr21,a-pr21,memorize,controlADC21,1158,0.5,4
controlADC18_D07_apr06,a-pr6,memorize,controlADC18,1436,-0.5,2
controlADC19_D01_apr32,a-pr32,memorize,controlADC19,1395,-0.5,2
controlADC23_D07_apr05,a-pr5,memorize,controlADC23,2646,0.5,4
controlADC30_D04_apr10,a-pr10,memorize,controlADC30,2954,0,3
controlADC26_D15_apr04,a-pr4,memorize,controlADC26,2305,-0.5,2
controlADC30_D09_apr16,a-pr16,memorize,controlADC30,1599,0,3
controlADC31_D09_apr06,a-pr6,memorize,controlADC31,3598,-0.5,2
controlADC20_D02_apr16,a-pr16,memorize,controlADC20,1812,-0.5,2
controlADC21_DO6_apr06,a-pr6,memorize,controlADC21,1978,0,3
controlADC26_D08_apr23,a-pr23,memorize,controlADC26,2245,0.5,4
controlADC26_D14_apr26,a-pr26,memorize,controlADC26,1771,0.5,4
controlADC22_D02_apr32,a-pr32,memorize,controlADC22,1469,0.5,4
controlADC30_D05_apr05,a-pr5,memorize,controlADC30,1484,0,3
controlADC31_D05_apr13,a-pr13,memorize,controlADC31,1424,0.5,4
controlADC27_D05_apr23,a-pr23,memorize,controlADC27,1945,-0.5,2
controlADC29_D01_apr04,a-pr4,memorize,controlADC29,2785,0,3
controlADC26_D11_apr05,a-pr5,memorize,controlADC26,1970,-0.5,2
controlADC27_D04_apr13,a-pr13,memorize,controlADC27,4820,0,3
controlADC20_D01_apr23,a-pr23,memorize,controlADC20,1827,-0.5,2
controlADC31_D02_apr22,a-pr22,memorize,controlADC31,2203,-0.5,2
controlADC21_DO4_apr01,a-pr1,memorize,controlADC21,1036,0,3
controlADC27_D03_apr19,a-pr19,memorize,controlADC27,1347,0,3
controlADC26_D07_apr22,a-pr22,memorize,controlADC26,1698,0,3
controlADC26_D03_apr21,a-pr21,memorize,controlADC26,1185,0,3
controlADC24_D03_apr05,a-pr5,memorize,controlADC24,2335,0,3
controlADC25_D02_apr21,a-pr21,memorize,controlADC25,959,0,3
controlADC19_D02_apr22,a-pr22,memorize,controlADC19,2398,0,3
controlADC27_D09_apr01,a-pr1,memorize,controlADC27,1401,0,3
controlADC19_D04_apr13,a-pr13,memorize,controlADC19,1524,-0.5,2
controlADC21_DO8_apr16,a-pr16,memorize,controlADC21,1611,0,3
controlADC32_D06_apr05,a-pr5,memorize,controlADC32,1153,-0.5,2
controlADC17_D07_apr01,a-pr1,memorize,controlADC17,1097,0,3
controlADC28_D01_apr13,a-pr13,memorize,controlADC28,795,0,3
controlADC32_D03_apr22,a-pr22,memorize,controlADC32,655,0,3
controlADC18_D06_apr14,a-pr14,memorize,controlADC18,1496,-1,1
controlADC31_D06_apr10,a-pr10,memorize,controlADC31,1060,-0.5,2
controlADC23_D06_apr30,a-pr30,memorize,controlADC23,1354,0.5,4
controlADC32_D04_apr04,a-pr4,memorize,controlADC32,1377,-0.5,2
controlADC21_DO5_apr23,a-pr23,memorize,controlADC21,1781,-0.5,2
controlADC26_D04_apr10,a-pr10,memorize,controlADC26,1195,0,3
controlADC18_D02_apr23,a-pr23,memorize,controlADC18,1730,-0.5,2
controlADC28_D02_apr32,a-pr32,memorize,controlADC28,2675,1,5
controlADC31_D08_apr16,a-pr16,memorize,controlADC31,1956,-0.5,2
controlADC27_D11_apr30,a-pr30,memorize,controlADC27,1911,0,3
controlADC23_D08_apr14,a-pr14,memorize,controlADC23,1208,0.5,4
controlADC26_D13_apr32,a-pr32,memorize,controlADC26,1984,1,5
controlADC27_D02_apr32,a-pr32,memorize,controlADC27,2008,0.5,4
controlADC27_D08_apr16,a-pr16,memorize,controlADC27,1943,0.5,4
controlADC23_D02_apr22,a-pr22,memorize,controlADC23,1038,0.5,4
controlADC26_D06_apr01,a-pr1,memorize,controlADC26,1209,0.5,4
controlADC31_D07_apr26,a-pr26,memorize,controlADC31,2232,0,3
controlADC25_D05_apr23,a-pr23,memorize,controlADC25,1238,0,3
controlADC24_D02_apr13,a-pr13,memorize,controlADC24,2718,0.5,4
controlADC30_D02_apr22,a-pr22,memorize,controlADC30,1477,0,3
controlADC24_D01_apr23,a-pr23,memorize,controlADC24,769,0,3
controlADC29_D04_apr21,a-pr21,memorize,controlADC29,2155,0.5,4
controlADC27_D06_apr22,a-pr22,memorize,controlADC27,1432,-0.5,2
controlADC28_D06_apr04,a-pr4,memorize,controlADC28,959,-0.5,2
controlADC32_D02_apr10,a-pr10,memorize,controlADC32,1133,-0.5,2
controlADC18_D03_apr21,a-pr21,memorize,controlADC18,1726,0,3
controlADC18_D05_apr05,a-pr5,memorize,controlADC18,2045,-0.5,2
controlADC23_D04_apr32,a-pr32,memorize,controlADC23,1352,0,3
controlADC20_D07_apr13,a-pr13,memorize,controlADC20,2310,0,3
controlADC25_D03_apr04,a-pr4,memorize,controlADC25,1503,-0.5,2
controlADC27_D10_apr21,a-pr21,memorize,controlADC27,1516,0.5,4
controlADC28_D05_apr23,a-pr23,memorize,controlADC28,1942,-0.5,2
controlADC32_D05_apr14,a-pr14,memorize,controlADC32,1115,0,3
controlADC22_D01_apr21,a-pr21,memorize,controlADC22,1019,0.5,4
controlADC30_D08_apr26,a-pr26,memorize,controlADC30,2999,-0.5,2
controlADC26_D10_apr06,a-pr6,memorize,controlADC26,1506,0,3
controlADC31_D04_apr23,a-pr23,memorize,controlADC31,1623,-0.5,2
controlADC20_D06_apr30,a-pr30,memorize,controlADC20,1175,0.5,4
controlADC26_D05_apr14,a-pr14,memorize,controlADC26,1519,0,3
controlADC28_D03_apr26,a-pr26,memorize,controlADC28,1801,-0.5,2
controlADC27_D07_apr05,a-pr5,memorize,controlADC27,1323,-0.5,2
controlADC30_D06_apr32,a-pr32,memorize,controlADC30,1030,0,3
controlADC22_D05_apr13,a-pr13,memorize,controlADC22,5159,1,5
controlADC18_D08_apr13,a-pr13,memorize,controlADC18,1729,-0.5,2
controlADC20_D03_apr19,a-pr19,memorize,controlADC20,1941,0,3
controlADC21_DO1_apr04,a-pr4,memorize,controlADC21,1571,0,3
controlADC29_D05_apr14,a-pr14,memorize,controlADC29,1687,0.5,4
controlADC25_D04_apr01,a-pr1,memorize,controlADC25,2099,-0.5,2
controlADC22_D03_apr04,a-pr4,memorize,controlADC22,1378,0,3
controlADC27_D01_apr06,a-pr6,memorize,controlADC27,1254,-0.5,2
controlADC18_D04_apr01,a-pr1,memorize,controlADC18,3537,-0.5,2
controlADC21_DO7_apr30,a-pr30,memorize,controlADC21,1594,0.5,4
controlADC26_D02_apr19,a-pr19,memorize,controlADC26,1466,0,3
controlADC19_D03_apr06,a-pr6,memorize,controlADC19,1750,0,3
controlADC31_D01_apr05,a-pr5,memorize,controlADC31,1472,-0.5,2
controlADC28_D07_apr30,a-pr30,memorize,controlADC28,1854,0.5,4
controlADC21_DO3_apr05,a-pr5,memorize,controlADC21,1454,0.5,4
controlADC32_D03_apr22,a-pr22,memorize,controlADC32,19366,-0.5,2
controlADC29_D04_apr21,a-pr21,memorize,controlADC29,13344,0,3
controlADC18_D03_apr21,a-pr21,memorize,controlADC18,12057,0,3
controlADC26_D15_apr04,a-pr4,memorize,controlADC26,13611,0.5,4
controlADC30_D05_apr05,a-pr5,memorize,controlADC30,12130,-0.5,2
controlADC32_D06_apr05,a-pr5,memorize,controlADC32,25890,0,3
controlADC30_D08_apr26,a-pr26,memorize,controlADC30,6917,0,3
controlADC25_D03_apr04,a-pr4,memorize,controlADC25,2926,0,3
controlADC22_D05_apr13,a-pr13,memorize,controlADC22,2656,-0.5,2
controlADC31_D07_apr26,a-pr26,memorize,controlADC31,3677,-0.5,2
controlADC26_D05_apr14,a-pr14,memorize,controlADC26,3133,0,3
controlADC26_D11_apr05,a-pr5,memorize,controlADC26,3260,0,3
controlADC21_DO1_apr04,a-pr4,memorize,controlADC21,2872,0.5,4
controlADC27_D01_apr06,a-pr6,memorize,controlADC27,3013,-0.5,2
controlADC24_D03_apr05,a-pr5,memorize,controlADC24,5942,0.5,4
controlADC27_D07_apr05,a-pr5,memorize,controlADC27,13221,1,5
controlADC20_D05_apr26,a-pr26,memorize,controlADC20,6993,1,5
controlADC21_DO6_apr06,a-pr6,memorize,controlADC21,4180,-1,1
controlADC18_D08_apr13,a-pr13,memorize,controlADC18,5460,0,3
controlADC26_D03_apr21,a-pr21,memorize,controlADC26,2922,0,3
controlADC20_D03_apr19,a-pr19,memorize,controlADC20,2341,0,3
controlADC30_D04_apr10,a-pr10,memorize,controlADC30,7225,-0.5,2
controlADC18_D07_apr06,a-pr6,memorize,controlADC18,8925,-1,1
controlADC29_D03_apr16,a-pr16,memorize,controlADC29,7116,0,3
controlADC18_D02_apr23,a-pr23,memorize,controlADC18,5991,-0.5,2
controlADC22_D02_apr32,a-pr32,memorize,controlADC22,11304,0,3
controlADC28_D03_apr26,a-pr26,memorize,controlADC28,5666,-1,1
controlADC26_D02_apr19,a-pr19,memorize,controlADC26,5897,-0.5,2
controlADC27_D09_apr01,a-pr1,memorize,controlADC27,5325,0.5,4
controlADC27_D05_apr23,a-pr23,memorize,controlADC27,9604,-1,1
controlADC29_D05_apr14,a-pr14,memorize,controlADC29,9440,0,3
controlADC27_D10_apr21,a-pr21,memorize,controlADC27,45633,-0.5,2
controlADC26_D08_apr23,a-pr23,memorize,controlADC26,4171,1,5
controlADC23_D07_apr05,a-pr5,memorize,controlADC23,4853,0,3
controlADC18_D04_apr01,a-pr1,memorize,controlADC18,7716,-0.5,2
controlADC31_D04_apr23,a-pr23,memorize,controlADC31,44005,0,3
controlADC22_D03_apr04,a-pr4,memorize,controlADC22,2380,0,3
controlADC23_D08_apr14,a-pr14,memorize,controlADC23,3391,0.5,4
controlADC19_D02_apr22,a-pr22,memorize,controlADC19,4124,0,3
controlADC20_D04_apr22,a-pr22,memorize,controlADC20,2166,0,3
controlADC20_D07_apr13,a-pr13,memorize,controlADC20,2666,0,3
controlADC20_D06_apr30,a-pr30,memorize,controlADC20,7399,0.5,4
controlADC31_D05_apr13,a-pr13,memorize,controlADC31,6621,0,3
controlADC20_D01_apr23,a-pr23,memorize,controlADC20,4891,-1,1
controlADC24_D01_apr23,a-pr23,memorize,controlADC24,10601,0,3
controlADC21_DO7_apr30,a-pr30,memorize,controlADC21,2867,0,3
controlADC20_D02_apr16,a-pr16,memorize,controlADC20,4857,0,3
controlADC17_D07_apr01,a-pr1,memorize,controlADC17,1817,0,3
controlADC25_D04_apr01,a-pr1,memorize,controlADC25,3699,-1,1
